,wellbore,md,kh_kl,kv_kl,well_id,phi_best,clean_litho,grain_density,grain_size,sorting,cement
5417,30_3-A-20A,4390.75,13,49.3,4124,16.6,sandstone,2.68,fine grained medium grained,fair sorted,well cemented
5418,30_3-A-20A,4391,60,16.3,4124,19.7,sandstone,2.66,fine grained medium grained,fair sorted,well cemented
5419,30_3-A-20A,4391.25,2.93,0.78,4124,13.8,sandstone,2.69,fine grained medium grained,fair sorted,well cemented
5420,30_3-A-20A,4391.5,60.4,0.45,4124,19.4,sandstone,2.66,fine grained medium grained,fair sorted,well cemented
5421,30_3-A-20A,4391.75,307,184,4124,23,sandstone,2.66,fine grained medium grained,fair sorted,well cemented
5422,30_3-A-20A,4392,549,0.12,4124,27.2,sandstone,2.66,medium grained,well sorted,well cemented
5423,30_3-A-20A,4392.25,479,576,4124,26.5,sandstone,2.69,medium grained,well sorted,well cemented
5424,30_3-A-20A,4392.5,634,514,4124,29.8,sandstone,2.69,medium grained,well sorted,well cemented
5425,30_3-A-20A,4392.75,358,351,4124,26.2,sandstone,2.72,medium grained,well sorted,well cemented
5426,30_3-A-20A,4393,464,1040,4124,26.3,sandstone,2.72,medium grained,well sorted,well cemented
5427,30_3-A-20A,4393.25,1090,874,4124,32.2,sandstone,2.7,fine grained,well sorted,fair cemented
5428,30_3-A-20A,4393.5,0.2,0.18,4124,8.1,sandstone,2.77,fine grained,fair sorted,very well cemented
5429,30_3-A-20A,4393.75,0.54,0.7,4124,10.5,sandstone,2.76,fine grained,fair sorted,very well cemented
5430,30_3-A-20A,4394,0.35,0.76,4124,10.2,sandstone,2.77,fine grained,fair sorted,very well cemented
5431,30_3-A-20A,4394.25,0.92,0.07,4124,12.1,sandstone,2.76,fine grained,fair sorted,very well cemented
5432,30_3-A-20A,4394.5,1.09,0.77,4124,12.6,sandstone,2.76,fine grained,fair sorted,very well cemented
5433,30_3-A-20A,4394.75,0.08,0.12,4124,7,sandstone,2.79,fine grained,fair sorted,very well cemented
5434,30_3-A-20A,4395,0.07,0.09,4124,5.7,sandstone,2.79,fine grained,fair sorted,very well cemented
5435,30_3-A-20A,4395.25,0.29,0.12,4124,10.3,sandstone,2.78,fine grained,fair sorted,very well cemented
5436,30_3-A-20A,4395.75,0.11,0.23,4124,9.65,sandstone,2.78,fine grained medium grained,fair sorted,very well cemented
5437,30_3-A-20A,4396.03,0.13,0.09,4124,8.9,sandstone,2.78,fine grained medium grained,fair sorted,very well cemented
5438,30_3-A-20A,4396.25,0.05,0.07,4124,3.7,sandstone,2.8,fine grained medium grained,fair sorted,very well cemented
5439,30_3-A-20A,4396.5,10.3,2.08,4124,17.6,sandstone,2.75,medium grained,fair sorted,very well cemented
5440,30_3-A-20A,4396.75,43.9,102,4124,22.1,sandstone,2.67,medium grained,fair sorted,well cemented
5441,30_3-A-20A,4397.25,79.8,68.5,4124,22.8,sandstone,2.67,medium grained,well sorted,well cemented
5442,30_3-A-20A,4397.5,0.23,0.11,4124,9.6,sandstone,2.72,very fine grained,well sorted,very well cemented
5443,30_3-A-20A,4397.7,1.9,2,4124,12.7,sandstone,2.66,fine grained,poorly sorted,very well cemented
5444,30_3-A-20A,4398,69.5,57.9,4124,15,sandstone,2.68,fine grained,well sorted,well cemented
5445,30_3-A-20A,4398.25,68.8,47.9,4124,22.5,sandstone,2.67,very fine grained,poorly sorted,very well cemented
5446,30_3-A-20A,4398.5,2.33,2.79,4124,9,sandstone,2.68,fine grained medium grained,poorly sorted,very well cemented
5447,30_3-A-20A,4398.75,34.2,96.2,4124,18.8,sandstone,2.65,medium grained,fair sorted,well cemented
5448,30_3-A-20A,4399.09,0.1,0.05,4124,4.4,sandstone,2.77,fine grained,fair sorted,very well cemented
5449,30_3-A-20A,4399.25,0.03,0.04,4124,1.9,sandstone,2.76,fine grained,fair sorted,very well cemented
5450,30_3-A-20A,4399.5,0.02,0.05,4124,1.6,sandstone,2.76,fine grained,fair sorted,very well cemented
5451,30_3-A-20A,4399.75,0.34,0.14,4124,10.8,sandstone,2.67,very fine grained,fair sorted,very well cemented
5452,30_3-A-20A,4400,0.16,0.05,4124,9.5,sandstone,2.66,very fine grained,fair sorted,very well cemented
5453,30_3-A-20A,4400.5,1.19,0.23,4124,14.6,sandstone,2.65,very fine grained,fair sorted,very well cemented
5454,30_3-A-20A,4400.75,0.94,0.03,4124,13.1,sandstone,2.67,very fine grained,fair sorted,very well cemented
5455,30_3-A-20A,4401,0.66,0.05,4124,12.6,sandstone,2.7,very fine grained,fair sorted,very well cemented
5456,30_3-A-20A,4401.25,0.57,0.94,4124,10.8,sandstone,2.67,very fine grained,fair sorted,very well cemented
5457,30_3-A-20A,4401.5,1.54,1.19,4124,16.5,sandstone,2.67,very fine grained,fair sorted,very well cemented
5458,30_3-A-20A,4401.75,0.62,0.07,4124,14.1,sandstone,2.68,very fine grained,fair sorted,very well cemented
5459,30_3-A-20A,4402,0.98,0.09,4124,13.7,sandstone,2.67,very fine grained fine grained,well sorted,very well cemented
5460,30_3-A-20A,4402.25,0.97,0.15,4124,15.2,sandstone,2.68,very fine grained fine grained,well sorted,very well cemented
5461,30_3-A-20A,4402.5,0.25,0.06,4124,12.1,sandstone,2.7,very fine grained fine grained,well sorted,very well cemented
5462,30_3-A-20A,4402.75,0.78,0.18,4124,16.2,sandstone,2.67,very fine grained fine grained,well sorted,very well cemented
5463,30_3-A-20A,4403,0.3,0.37,4124,12,sandstone,2.67,very fine grained fine grained,well sorted,very well cemented
5464,30_3-A-20A,4403.25,2.31,0.35,4124,17.2,sandstone,2.67,very fine grained fine grained,well sorted,very well cemented
5465,30_3-A-20A,4403.5,1.13,0.05,4124,15.3,sandstone,2.68,very fine grained fine grained,well sorted,very well cemented
5466,30_3-A-20A,4403.75,0.19,0.14,4124,10.7,sandstone,2.67,very fine grained fine grained,well sorted,very well cemented
5467,30_3-A-20A,4404,2.4,1.51,4124,16.2,sandstone,2.66,very fine grained fine grained,well sorted,very well cemented
5468,30_3-A-20A,4404.25,1.36,4.58,4124,14.6,sandstone,2.66,very fine grained fine grained,well sorted,very well cemented
5469,30_3-A-20A,4404.5,0.68,0.04,4124,14.9,sandstone,2.67,very fine grained fine grained,well sorted,very well cemented
5470,30_3-A-20A,4404.75,1.54,0.08,4124,15.1,sandstone,2.67,very fine grained fine grained,well sorted,very well cemented
5471,30_3-A-20A,4405,1.2,0.33,4124,16.1,sandstone,2.66,very fine grained fine grained,well sorted,very well cemented
5472,30_3-A-20A,4405.25,0.32,0.1,4124,12.9,sandstone,2.67,very fine grained fine grained,well sorted,very well cemented
5473,30_3-A-20A,4405.5,0.98,1.04,4124,15.8,sandstone,2.66,very fine grained fine grained,well sorted,very well cemented
5474,30_3-A-20A,4405.75,0.71,0.55,4124,15.8,sandstone,2.68,very fine grained fine grained,well sorted,very well cemented
5475,30_3-A-20A,4406,0.69,0.89,4124,12.8,sandstone,2.65,very fine grained fine grained,well sorted,very well cemented
5476,30_3-A-20A,4406.25,0.88,0.96,4124,13.9,sandstone,2.67,very fine grained fine grained,well sorted,very well cemented
5477,30_3-A-20A,4406.5,0.63,0.11,4124,15.1,sandstone,2.66,very fine grained fine grained,well sorted,very well cemented
5478,30_3-A-20A,4406.75,0.29,0.23,4124,13.7,sandstone,2.67,very fine grained fine grained,well sorted,very well cemented
5479,30_3-A-20A,4407,0.15,0.08,4124,11.4,sandstone,2.71,very fine grained fine grained,well sorted,very well cemented
5480,30_3-A-20A,4407.5,0.36,0.13,4124,11,sandstone,2.67,very fine grained fine grained,well sorted,very well cemented
5481,30_3-A-20A,4407.75,0.16,0.07,4124,10.5,sandstone,2.65,very fine grained fine grained,well sorted,very well cemented
5482,30_3-A-20A,4408,0.69,0.07,4124,15.1,sandstone,2.66,very fine grained fine grained,well sorted,very well cemented
5483,30_3-A-20A,4408.25,0.9,0.61,4124,16.2,sandstone,2.66,very fine grained fine grained,well sorted,very well cemented
5484,30_3-A-20A,4408.5,0.56,0.29,4124,14.7,sandstone,2.67,very fine grained fine grained,well sorted,very well cemented
5485,30_3-A-20A,4408.75,0.22,0.19,4124,13.5,sandstone,2.67,very fine grained fine grained,well sorted,very well cemented
5486,30_3-A-20A,4409,0.2,0.19,4124,12,sandstone,2.67,very fine grained fine grained,well sorted,very well cemented
5487,30_3-A-20A,4409.25,0.34,0.08,4124,12.2,sandstone,2.66,very fine grained fine grained,well sorted,very well cemented
5488,30_3-A-20A,4409.5,0.25,0.13,4124,13.2,sandstone,2.67,very fine grained fine grained,well sorted,very well cemented
5489,30_3-A-20A,4409.75,0.64,0.07,4124,12.1,sandstone,2.67,very fine grained fine grained,well sorted,very well cemented
5490,30_3-A-20A,4410,0.43,0.14,4124,13,sandstone,2.66,very fine grained fine grained,well sorted,very well cemented
5491,30_3-A-20A,4410.25,0.07,0.03,4124,10,sandstone,2.66,very fine grained fine grained,well sorted,very well cemented
5492,30_3-A-20A,4410.5,0.28,0.14,4124,13.4,sandstone,2.65,very fine grained fine grained,well sorted,very well cemented
5493,30_3-A-20A,4410.75,0.49,0.06,4124,15.1,sandstone,2.68,very fine grained fine grained,well sorted,very well cemented
5494,30_3-A-20A,4411,0.53,0.12,4124,13.1,sandstone,2.66,very fine grained fine grained,well sorted,very well cemented
5495,30_3-A-20A,4411.25,0.7,0.1,4124,14.3,sandstone,2.67,very fine grained fine grained,well sorted,very well cemented
5496,30_3-A-20A,4411.5,0.69,0.22,4124,14.8,sandstone,2.66,very fine grained fine grained,well sorted,very well cemented
5497,30_3-A-20A,4411.75,0.44,0.04,4124,16.1,sandstone,2.71,very fine grained fine grained,well sorted,very well cemented
5498,30_3-A-20A,4412,0.85,0.04,4124,14.4,sandstone,2.65,very fine grained fine grained,well sorted,very well cemented
5499,30_3-A-20A,4412.25,0.27,0.15,4124,12.4,sandstone,2.66,very fine grained fine grained,well sorted,very well cemented
5500,30_3-A-20A,4412.5,0.1,0.1,4124,10.7,sandstone,2.68,fine grained,well sorted,very well cemented
5501,30_3-A-20A,4412.75,0.55,0.1,4124,9.9,sandstone,3.28,fine grained,well sorted,very well cemented
5502,30_3-A-20A,4413,0.26,0.17,4124,11.7,sandstone,2.66,very fine grained fine grained,well sorted,very well cemented
5503,30_3-A-20A,4413.25,0.59,0.05,4124,16,sandstone,2.66,very fine grained fine grained,well sorted,very well cemented
5504,30_3-A-20A,4413.5,0.25,0.2,4124,12.3,sandstone,2.67,very fine grained fine grained,well sorted,very well cemented
5505,30_3-A-20A,4413.75,0.26,0.05,4124,13.8,sandstone,2.69,very fine grained fine grained,well sorted,very well cemented
5506,30_3-A-20A,4414,0.16,0.04,4124,11.3,sandstone,2.66,very fine grained fine grained,well sorted,very well cemented
5507,30_3-A-20A,4414.25,0.23,0.04,4124,11.7,sandstone,2.65,very fine grained fine grained,well sorted,very well cemented
5508,30_3-A-20A,4414.5,0.13,0.05,4124,12.8,sandstone,2.67,very fine grained fine grained,well sorted,very well cemented
5509,30_3-A-20A,4414.75,0.27,0.06,4124,14,sandstone,2.67,very fine grained fine grained,well sorted,very well cemented
5510,30_3-A-20A,4415,0.26,0.15,4124,15,sandstone,2.66,very fine grained fine grained,well sorted,very well cemented
5511,30_3-A-20A,4415.25,0.19,0.17,4124,13.4,sandstone,2.67,very fine grained fine grained,well sorted,very well cemented
5512,30_3-A-20A,4415.5,0.39,0.05,4124,15,sandstone,2.66,very fine grained fine grained,well sorted,very well cemented
5513,30_3-A-20A,4415.75,0.43,0.1,4124,15.1,sandstone,2.67,very fine grained fine grained,well sorted,very well cemented
5514,30_3-A-20A,4416,0.17,0.09,4124,11.4,sandstone,2.73,very fine grained fine grained,well sorted,very well cemented
5515,30_3-A-20A,4416.25,0.12,0.1,4124,12.9,sandstone,2.67,very fine grained fine grained,well sorted,very well cemented
5516,30_3-A-20A,4416.5,0.39,0.13,4124,15.4,sandstone,2.66,very fine grained fine grained,well sorted,very well cemented
5517,30_3-A-20A,4416.75,0.19,0.05,4124,14.1,sandstone,2.7,very fine grained fine grained,well sorted,very well cemented
5518,30_3-A-20A,4417,0.12,0.07,4124,12.1,sandstone,2.66,very fine grained fine grained,well sorted,very well cemented
5519,30_3-A-20A,4417.25,0.2,0.09,4124,13.2,sandstone,2.66,very fine grained fine grained,well sorted,very well cemented
5520,30_3-A-20A,4417.5,0.15,0.08,4124,12.6,sandstone,2.66,very fine grained fine grained,well sorted,very well cemented
5521,30_3-A-20A,4417.75,0.12,0.06,4124,13.4,sandstone,2.67,very fine grained fine grained,well sorted,very well cemented
5522,30_3-A-20A,4418,0.09,0.05,4124,12.7,sandstone,2.66,very fine grained fine grained,well sorted,very well cemented
5523,30_3-A-20A,4418.25,0.1,0.12,4124,14.4,sandstone,2.67,very fine grained fine grained,well sorted,very well cemented
5524,30_3-A-20A,4418.5,0.32,0.05,4124,14.9,sandstone,2.66,very fine grained fine grained,well sorted,very well cemented
5525,30_3-A-20A,4418.75,0.12,0.05,4124,12.5,sandstone,2.66,very fine grained fine grained,well sorted,very well cemented
5526,30_3-A-20A,4419,0.11,0.09,4124,13.8,sandstone,2.66,very fine grained fine grained,well sorted,very well cemented
5527,30_3-A-20A,4419.25,0.14,0.07,4124,13.1,sandstone,2.67,very fine grained fine grained,well sorted,very well cemented
5528,30_3-A-20A,4419.5,0.09,0.05,4124,13,sandstone,2.67,very fine grained fine grained,well sorted,very well cemented
5529,30_3-A-20A,4419.75,0.29,0.09,4124,12.4,sandstone,2.66,very fine grained fine grained,well sorted,very well cemented
5530,30_3-A-20A,4420,0.08,0.06,4124,14,sandstone,2.77,very fine grained fine grained,well sorted,very well cemented
5531,30_3-A-20A,4421.25,0.05,0.04,4124,11.2,sandstone,2.67,very fine grained fine grained,well sorted,very well cemented
5532,30_3-A-20A,4421.5,0.06,0.03,4124,11.9,sandstone,2.67,very fine grained fine grained,well sorted,very well cemented
5533,30_3-A-20A,4422.5,0.07,0.05,4124,12.1,sandstone,2.68,very fine grained fine grained,well sorted,very well cemented
5534,30_3-A-20A,4422.75,0.06,0.04,4124,11.3,sandstone,2.67,very fine grained fine grained,well sorted,very well cemented
5535,30_3-A-20A,4423,0.07,0.07,4124,12.6,sandstone,2.67,very fine grained fine grained,well sorted,very well cemented
5536,30_3-A-20A,4423.25,0.18,0.07,4124,14.4,sandstone,2.67,very fine grained fine grained,well sorted,very well cemented
5537,30_3-A-20A,4423.5,0.09,0.11,4124,13,sandstone,2.66,very fine grained fine grained,well sorted,very well cemented
5538,30_3-A-20A,4423.75,0.09,0.05,4124,13.8,sandstone,2.67,very fine grained fine grained,well sorted,very well cemented
5539,30_3-A-20A,4424,0.12,0.03,4124,13.8,sandstone,2.67,very fine grained fine grained,well sorted,very well cemented
5540,30_3-A-20A,4424.25,0.37,0.05,4124,16.9,sandstone,2.67,very fine grained fine grained,well sorted,very well cemented
5541,30_3-A-20A,4424.5,0.15,0.06,4124,14.4,sandstone,2.67,very fine grained fine grained,well sorted,very well cemented
5542,30_3-A-20A,4424.75,0.18,0.03,4124,15.8,sandstone,2.67,very fine grained fine grained,well sorted,very well cemented
5543,30_3-A-20A,4425,0.17,0.16,4124,15.1,sandstone,2.66,very fine grained fine grained,well sorted,very well cemented
5544,30_3-A-20A,4425.25,0.05,0.04,4124,12.8,sandstone,2.67,very fine grained fine grained,well sorted,very well cemented
5545,30_3-A-20A,4425.5,0.07,0.05,4124,11.9,sandstone,2.68,very fine grained fine grained,well sorted,very well cemented
5546,30_3-A-20A,4425.75,0.12,0.03,4124,14.5,sandstone,2.69,very fine grained fine grained,well sorted,very well cemented
5547,30_3-A-20A,4426,0.09,0.05,4124,13.5,sandstone,2.67,very fine grained fine grained,well sorted,very well cemented
5548,30_3-A-20A,4426.25,0.06,0.04,4124,11.2,sandstone,2.66,very fine grained fine grained,well sorted,very well cemented
5549,30_3-A-20A,4426.5,0.07,0.04,4124,11.4,sandstone,2.66,very fine grained fine grained,well sorted,very well cemented
5550,30_3-A-20A,4426.75,0.07,0.04,4124,12.3,sandstone,2.66,very fine grained fine grained,well sorted,very well cemented
5551,30_3-A-20A,4427,0.09,0.04,4124,12.5,sandstone,2.66,very fine grained fine grained,well sorted,very well cemented
5552,30_3-A-20A,4427.25,0.07,0.03,4124,12.2,sandstone,2.66,very fine grained fine grained,well sorted,very well cemented
5553,30_3-A-20A,4427.5,0.07,0.04,4124,11.8,sandstone,2.67,very fine grained fine grained,well sorted,very well cemented
5554,30_3-A-20A,4427.75,0.05,0.03,4124,11.9,sandstone,2.66,very fine grained fine grained,well sorted,very well cemented
5555,30_3-A-20A,4428,0.04,0.05,4124,10.4,sandstone,2.68,very fine grained fine grained,well sorted,very well cemented
5556,30_3-A-20A,4428.25,0.09,0.04,4124,13.8,sandstone,2.66,very fine grained fine grained,well sorted,very well cemented
5557,30_3-A-20A,4428.5,0.09,0.05,4124,13.2,sandstone,2.66,very fine grained fine grained,well sorted,very well cemented
5558,30_3-A-20A,4428.7,0.04,0.03,4124,9.7,sandstone,2.66,very fine grained fine grained,well sorted,very well cemented
5559,30_3-A-20A,4429,0.03,0.03,4124,9.4,sandstone,2.67,very fine grained fine grained,well sorted,very well cemented
5560,30_3-A-20A,4429.25,0.06,0.03,4124,12.5,sandstone,2.67,very fine grained fine grained,well sorted,very well cemented
5561,30_3-A-20A,4429.5,0.09,0.03,4124,10.4,sandstone,2.66,very fine grained fine grained,well sorted,very well cemented
5562,30_3-A-20A,4429.75,0.04,0.04,4124,11.6,sandstone,2.67,very fine grained fine grained,well sorted,very well cemented
5563,30_3-A-20A,4430,0.07,0.03,4124,11.6,sandstone,2.67,very fine grained fine grained,well sorted,very well cemented
5564,30_3-A-20A,4430.25,0.03,0.04,4124,9.3,sandstone,2.67,very fine grained fine grained,well sorted,very well cemented
5565,30_3-A-20A,4430.5,0.04,0.03,4124,11.2,sandstone,2.67,very fine grained fine grained,well sorted,very well cemented
5566,30_3-A-20A,4430.75,0.04,0.02,4124,10.2,sandstone,2.68,very fine grained fine grained,well sorted,very well cemented
5567,30_3-A-20A,4431.75,0.04,0.02,4124,8.85,sandstone,2.65,very fine grained fine grained,well sorted,very well cemented
5568,30_3-A-20A,4432.25,0.04,0.02,4124,5.7,sandstone,2.68,very fine grained fine grained,well sorted,very well cemented
5569,30_3-A-24,3772,2.27,1.32,2889,11.9,sandstone,2.66,fine grained,fair sorted,very well cemented
5570,30_3-A-24,3772.25,3.65,0.29,2889,16.5,sandstone,2.67,fine grained,fair sorted,very well cemented
5571,30_3-A-24,3772.55,0.63,0.07,2889,11,sandstone,2.67,fine grained,fair sorted,very well cemented
5572,30_3-A-24,3772.7,6.32,0.5,2889,17.5,sandstone,2.67,fine grained,fair sorted,very well cemented
5573,30_3-A-24,3773,2.73,0.29,2889,12.7,sandstone,2.67,fine grained,fair sorted,very well cemented
5574,30_3-A-24,3773.3,2.73,0.79,2889,15.6,sandstone,2.68,fine grained,fair sorted,very well cemented
5575,30_3-A-24,3773.6,0.53,0.25,2889,13,sandstone,2.68,fine grained,fair sorted,very well cemented
5576,30_3-A-24,3773.75,2.53,1.22,2889,14.4,sandstone,2.68,fine grained,fair sorted,very well cemented
5577,30_3-A-24,3774,0.47,0.06,2889,10.9,sandstone,2.68,fine grained,fair sorted,very well cemented
5578,30_3-A-24,3774.25,12.3,0.52,2889,18.1,sandstone,2.65,fine grained,fair sorted,very well cemented
5579,30_3-A-24,3774.6,1.38,3.57,2889,16.7,sandstone,2.67,fine grained,fair sorted,very well cemented
5580,30_3-A-24,3774.75,1.59,1.36,2889,15.2,sandstone,2.66,fine grained,fair sorted,very well cemented
5581,30_3-A-24,3775,0.86,0.8,2889,14.6,sandstone,2.66,fine grained,fair sorted,very well cemented
5582,30_3-A-24,3775.5,0.97,0.2,2889,12.3,sandstone,2.66,fine grained,fair sorted,very well cemented
5583,30_3-A-24,3775.75,0.13,0.1,2889,11.8,sandstone,2.68,fine grained,fair sorted,very well cemented
5584,30_3-A-24,3776,1.34,0.27,2889,13.9,sandstone,2.66,fine grained,fair sorted,very well cemented
5585,30_3-A-24,3776.25,3.17,0.03,2889,11.9,sandstone,2.67,fine grained,fair sorted,very well cemented
5586,30_3-A-24,3776.5,4.64,0.28,2889,16.9,sandstone,2.67,very fine grained fine grained,fair sorted,very well cemented
5587,30_3-A-24,3776.75,1.29,0.35,2889,13.9,sandstone,2.67,very fine grained fine grained,fair sorted,very well cemented
5588,30_3-A-24,3777,0.5,0.05,2889,9,sandstone,2.66,very fine grained fine grained,fair sorted,very well cemented
5589,30_3-A-24,3777.25,0.11,0.1,2889,9,sandstone,2.68,very fine grained fine grained,fair sorted,very well cemented
